"","date","LabID","Month","LABPH","SPCOND","CA","MG","Sodium","K","NH4","SO4","NO3","CL","WSOC","LWC","Hplus","SampleVolume","TOC","Cations","Anions","CatAnRat","RPD","Ratio","HCond","Regime","PredCond","Class","SurplusNH4","HCO3Gas","pHBin","IonBalance","IonBalanceHCO3","LWCCalc","RAIN_HR","PSA","WSP","WDR","Temperature","Year","NH4Mass","SO4Mass","NO3Mass","CAMass","WSOCMass","KMass","TOCMass","CLMass","NaMass","MGMass"
"1",2009-06-02 00:00:00,"09C3000",6,3.872,82.711,39.9224,8.2288,4.3498,3.06924,186.767253,207.852306,104.1804288,8.0923014,NA,0.633,0.000134276496113786,111,NA,376.613989113786,320.1250362,1.17645902858561,16.2152401003649,1.17645902858561,46.9296353917684,"Linear",88.6069313412063,"Valid",-125.2654818,0.0453171692555295,"(3.21,3.98]",56.4889529137864,56.4436357445309,0.535,0.5,2199.5,12.35,257,5.075,2009,99.920480355,111.20098371,55.736529408,21.358484,NA,1.6420434,NA,4.329381249,2.327143,4.402408
"2",2009-06-02 03:00:00,"09C3001",6,4.019,56.079,18.46411,4.1144,0.86996,0.76731,102.447576,91.90989,93.2908032,3.5708796,NA,0.897,9.57194071294844e-05,839,NA,222.382763129484,188.7715728,1.1780521814325,16.3496708619164,1.1780521814325,33.4539327917548,"Linear",56.6945355078868,"Valid",-82.7531172,0.0635715460836107,"(3.98,4.76]",33.6111903294844,33.5476187834008,0.87,1.94,2634,11,273,4.37,2009,89.12939112,79.9616043,81.162998784,16.0637757,NA,0.6675597,NA,3.106665252,0.7568652,3.579528
"3",2009-06-02 09:00:00,"09C3003",6,4.148,35.856,4.9903,1.64576,0,0.25577,33.927444,38.648166,53.6046336,3.3621552,NA,0.46,7.1121351365333e-05,1028,NA,111.940625365333,95.6149548,1.17074390297503,15.7313723411612,1.17074390297503,24.8569123021839,"Linear",34.9334904877599,"Valid",-58.3253556,0.0855584235199722,"(3.98,4.76]",16.3256705653329,16.240112141813,0.385,1.24,-488,6.7,315.5,2.195,2009,13.06206594,14.87954391,20.637783936,1.9212655,NA,0.09847145,NA,1.294429752,0,0.6336176
"4",2009-06-03 00:00:00,"09C3004",6,3.96,62.449,7.98448,3.29152,1.30494,2.04616,146.298243,59.124636,66.6763776,10.1456982,NA,0.107,0.000109647819614319,783,NA,270.573162614319,135.9467118,1.99028839338443,66.2336379043104,1.99028839338443,38.3219129552043,"Linear",60.2110658305703,"Invalid",20.4972294,0.0554961395751575,"(3.21,3.98]",134.626450814319,134.570954674743,0.25,0.49,-496,13.8,296,1.41,2009,36.57456075,14.781159,16.6690944,1.99612,NA,0.51154,NA,2.53642455,0.326235,0.82288
"5",2009-06-03 03:00:00,"09C3005",6,5.063,19.621,12.47575,3.29152,0.43498,1.27885,105.662922,33.628464,43.3423872,3.7598598,NA,0.397,8.64967918775694e-06,125,NA,131.793701187757,80.730711,1.63251010123963,48.0537644236793,1.63251010123963,3.02306287612105,"Non-Linear",17.898068466163,"Invalid",28.6920708,0.703497848803558,"(4.76,5.53]",51.0629901877569,50.3594923389534,0.396666666666667,2.97,-172,12.4666666666667,293.333333333333,1.54333333333333,2009,41.91295906,13.33929072,17.192480256,4.94871416666667,NA,0.507277166666667,NA,1.491411054,0.172542066666667,1.30563626666667
"6",2009-06-03 06:00:00,"09C3006",6,4.84,18.625,24.9515,2.46864,0,0.76731,68.076636,29.035572,45.2938752,1.6951806,NA,0.617,1.44543977074593e-05,1014,NA,110.718483707459,76.0246278,1.45635022375551,37.1567718106416,1.45635022375551,5.05181199875702,"Non-Linear",17.417501640359,"Invalid",-6.25281120000001,0.420981269824041,"(4.76,5.53]",34.6938559074593,34.2728746376352,0.59,3.73,400,8.6,285,2.08,2009,40.16521524,17.13098748,26.723386368,14.721385,NA,0.4527129,NA,1.000156554,0,1.4564976
"7",2009-06-03 09:00:00,"09C3007",6,4.709,27.29,40.92046,4.1144,0.43498,1.53462,99.398541,44.66931,67.6779264,3.1647132,NA,0.22,1.9543394557754e-05,1547,NA,165.946395557754,115.5119496,1.43661669751399,35.8379467693424,1.43661669751399,6.83041639793501,"Non-Linear",25.577119272799,"Invalid",-12.9486954,0.311359967862576,"(3.98,4.76]",50.434445957754,50.1230859898914,0.22,1.46,-155,5.7,287,2.62,2009,21.86767902,9.8272482,14.889143808,9.0025012,NA,0.3376164,NA,0.696236904,0.0956956,0.905168
"8",2009-06-09 09:00:00,"09C3011",6,4.149,34.845,3.49321,1.64576,0,0.25577,49.505241,77.185986,21.5937792,1.5569712,NA,0.817,7.09577767963389e-05,644,NA,125.857757796339,100.3367364,1.25435371242889,22.5655549106216,1.25435371242889,24.7997429903204,"Linear",36.5899165465724,"Valid",-49.2745242,0.0857556560557556,"(3.98,4.76]",25.5210213963389,25.4352657402831,0.816666666666667,5.30333333333333,1895.66666666667,10.5,237,9.44666666666667,2009,40.42928015,63.0352219,17.63491968,2.85278816666667,NA,0.208878833333333,NA,1.27152648,0,1.34403733333333
"9",2009-06-09 12:00:00,"09C3012",6,3.993,54.439,6.98642,2.46864,0,0.76731,96.183195,125.505042,41.8586112,2.693673,NA,0.683,0.00010162486928707,1533,NA,208.03043428707,170.0573262,1.22329592576571,20.086927986323,1.22329592576571,35.5178918158308,"Linear",56.4287998132328,"Valid",-71.1804582,0.0598773778910252,"(3.98,4.76]",37.9731080870696,37.9132307091786,0.683333333333333,2.96333333333333,1756,9,245,10.9033333333333,2009,65.72518325,85.7617787,28.60338432,4.77405366666667,NA,0.5243285,NA,1.84067655,0,1.686904
"10",2009-06-09 15:00:00,"09C3013",6,3.965,65.044,11.97672,3.29152,0.43498,2.04616,149.014656,171.633834,49.9064832,3.2239458,NA,0.503,0.00010839269140212,1504,NA,275.15672740212,224.764263,1.22420140875385,20.1601714549278,1.22420140875385,37.8832456450411,"Linear",67.4398915503431,"Valid",-72.5256612,0.0561387545849689,"(3.21,3.98]",50.3924644021204,50.3363256475354,0.415,2.695,1003.5,7.35,248,11.665,2009,61.84108224,71.22804111,20.711190528,4.9703388,NA,0.8491564,NA,1.337937507,0.1805167,1.3659808
"11",2009-06-09 18:00:00,"09C3014",6,4.237,55.146,21.95732,5.76016,0.43498,2.81347,215.927115,145.17786,95.937408,3.7824246,NA,0.295,5.79428696426881e-05,847,NA,304.835914642688,244.8976926,1.24474800642809,21.8062789878616,1.24474800642809,20.2510329401195,"Linear",56.7235916295095,"Valid",-25.188153,0.10501776558448,"(3.98,4.76]",59.938222042688,59.8332042771036,0.22,2.65,529.666666666667,9.56666666666667,257,9.64333333333333,2009,47.5039653,31.9391292,21.10622976,4.8306104,NA,0.6189634,NA,0.832133412,0.0956956,1.2672352
"12",2009-06-09 21:00:00,"09C3015",6,4.6,28.987,15.96896,3.29152,0,1.53462,115.419834,72.087168,52.1724672,1.7121042,NA,0.657,2.51188643150958e-05,362,NA,161.333798315096,125.9717394,1.28071422275761,24.6163434205451,1.28071422275761,8.77904307812599,"Non-Linear",28.127381988908,"Valid",-8.83980120000001,0.242249435527663,"(3.98,4.76]",35.3620589150958,35.1198094795681,0.656666666666667,1.30333333333333,1666.33333333333,9.26666666666667,254,8.32333333333333,2009,75.79235766,47.33724032,34.259920128,10.4862837333333,NA,1.0077338,NA,1.124281758,0,2.16143146666667
"13",2009-06-10 00:00:00,"09C3016",6,4.791,16.362,12.97478,1.64576,-0.43498,1.02308,58.818657,32.558316,32.199552,0.9561834,NA,0.717,1.61808003764306e-05,1557,NA,90.2080973764306,65.7140514,1.37273681129985,31.4183022343432,1.37273681129985,5.65518973156251,"Non-Linear",15.8704623415725,"Valid",-5.93921099999999,0.376064876882822,"(4.76,5.53]",24.4940459764306,24.1179810995478,0.716666666666667,2.48,1403.66666666667,11.7333333333333,259,6.94333333333333,2009,42.15337085,23.3334598,23.0763456,9.29859233333333,NA,0.733207333333333,NA,0.68526477,-0.311735666666667,1.17946133333333
"14",2009-06-10 03:00:00,"09C3017",6,4.645,12.726,4.9903,0.82288,-0.43498,0.25577,21.509556,13.464294,22.9227264,0.7559208,NA,0.583,2.26464430759306e-05,2053,NA,49.7899690759306,37.1429412,1.34049613378304,29.0960646222199,1.34049613378304,7.91493185503775,"Linear",12.6067538496618,"Valid",-14.8774644,0.268696972898816,"(3.98,4.76]",12.6470278759306,12.3783309030318,0.583333333333333,2.56333333333333,238.333333333333,11.9333333333333,269,5.01,2009,12.547241,7.8541715,13.3715904,2.91100833333333,NA,0.149199166666667,NA,0.4409538,-0.253738333333333,0.480013333333333
"15",2009-06-10 06:00:00,"09C3018",6,4.634,10.1,1.49709,0.82288,-0.43498,0.25577,6.486129,7.811664,13.0507776,0.973107,NA,0.467,2.32273679635711e-05,2019,NA,31.8542569635711,21.8355486,1.4588255851548,37.3207101735858,1.4588255851548,8.11796510326808,"Linear",10.3566415235141,"Valid",-14.3763126,0.261976764262376,"(3.98,4.76]",10.0187083635711,9.75673159930868,0.466666666666667,2.96,-776.666666666667,4.86666666666667,272.333333333333,5.1,2009,3.0268602,3.6454432,6.09036288,0.698642,NA,0.119359333333333,NA,0.4541166,-0.202990666666667,0.384010666666667
"16",2009-06-10 09:00:00,"09C3019",6,4.594,12.322,2.49515,0.82288,0,0.51154,12.417888,12.85635,15.3732096,1.3595292,NA,0.23,2.54683025258504e-05,659,NA,41.7157605258504,29.5890888,1.40983592998816,34.013596103215,1.40983592998816,8.90117173278471,"Linear",12.2748478082207,"Valid",-15.8116716,0.238925648666674,"(3.98,4.76]",12.1266717258504,11.8877460771837,0.23,0,-315,3.35,253,5.69,2009,2.85611424,2.9569605,3.535838208,0.5738845,NA,0.1176542,NA,0.312691716,0,0.1892624
"17",2009-06-10 21:00:00,"09C3020",6,4.653,23.129,7.48545,1.64576,0.86996,2.5577,97.735431,42.193812,31.5270144,2.2931478,NA,0.225,2.22330989065141e-05,166,NA,132.527399906514,76.0139742,1.74346100570695,54.198766022947,1.74346100570695,7.77046806782666,"Non-Linear",21.5225378708807,"Invalid",24.0146046,0.273692422590944,"(3.98,4.76]",56.5134257065141,56.2397332839231,0.225,1.46,-81,6.1,189.5,8.74,2009,21.990471975,9.4936077,7.09357824,1.68422625,NA,0.5754825,NA,0.515958255,0.195741,0.370296
"18",2009-06-12 06:00:00,"09C3025",6,4.679,12.408,1.49709,0,0,1.02308,24.225969,31.034292,6.499584,0.451296,NA,0.587,2.09411245585089e-05,46,NA,47.6872635585089,37.985172,1.25541786564791,22.6492721848278,1.25541786564791,7.31892303319887,"Linear",12.2454650719389,"Valid",-13.307907,0.290578029103762,"(3.98,4.76]",9.70209155850892,9.41151352940516,0.51,3.98,-1427,6,13,9.4,2009,12.35524419,15.82748892,3.31478784,0.7635159,NA,0.5217708,NA,0.23016096,0,0
"19",2009-06-12 12:00:00,"09C3027",6,3.934,64.728,23.95344,4.1144,0.86996,2.30193,164.925075,120.477012,141.9264,4.9134852,NA,0.28,0.000116412602941049,974,NA,312.577407941049,267.3168972,1.16931406587136,15.6099173038232,1.16931406587136,40.6862047278967,"Linear",74.8216907704166,"Valid",-97.478337,0.0522712365130204,"(3.21,3.98]",45.260510741049,45.208239504536,0.28,4.28333333333333,716.333333333333,5.5,353,8.85666666666667,2009,46.179021,33.73356336,39.739392,6.7069632,NA,0.6445404,NA,1.375775856,0.2435888,1.152032
"20",2009-06-15 12:00:00,"09C3028",6,4.629,NA,10.97866,2.46864,0.43498,2.5577,33.705696,22.979034,17.7762816,3.2070222,NA,0.227,2.34963282084831e-05,431,NA,73.6420042084831,43.9623378,1.67511574437889,50.4737595595616,1.67511574437889,8.21196670886484,NA,15.0378932709708,"Valid",-7.0496196,0.258977941039782,"(3.98,4.76]",29.6796664084831,29.4206884674433,0.1,1,274,4.2,353,6.86,2009,3.3705696,2.2979034,1.77762816,1.097866,NA,0.25577,NA,0.32070222,0.043498,0.246864
"21",2009-06-17 00:00:00,"09C3029",6,4.436,NA,28.94374,8.2288,2.60988,2.81347,56.989236,38.500344,65.8764288,5.6045322,NA,0.075,3.66437574647833e-05,56,NA,136.228883464783,109.981305,1.23865491016663,21.3212772618771,1.23865491016663,12.8069932339418,NA,27.7111035984598,"Valid",-47.3875368,0.166059135919016,"(3.98,4.76]",26.2475784647833,26.0815193288643,0.075,0.74,316,5.5,228.5,7.495,2009,4.2741927,2.8875258,4.94073216,2.1707805,NA,0.21101025,NA,0.420339915,0.195741,0.61716
"22",2009-06-18 06:00:00,"09C3032",6,4.679,8.551,3.49321,1.64576,2.1749,1.02308,12.861384,15.433866,9.7638912,2.39751,NA,0.177,2.09411245585089e-05,36,NA,42.1394585585089,27.5952672,1.52705383329316,41.7129090286392,1.52705383329316,7.31892303319887,"Linear",10.8597746158509,"Valid",-12.3363732,0.290578029103762,"(3.98,4.76]",14.5441913585089,14.2536133294052,0.32,2.96,956,14.5,192,5.82,2009,4.11564288,4.93883712,3.124445184,1.1178272,NA,0.3273856,NA,0.7672032,0.695968,0.5266432
"23",2009-06-18 09:00:00,"09C3033",6,4.897,6.456,0.99806,0.82288,1.30494,0.25577,9.257979,9.695874,4.1078016,1.4779944,NA,0.323,1.26765186585784e-05,520,NA,25.3161476585785,15.28167,1.65663488732439,49.4335815928181,1.65663488732439,4.43044327117317,"Linear",6.48054826144917,"Valid",-4.5456966,0.480023803484094,"(4.76,5.53]",10.0344776585785,9.55445385509436,0.323333333333333,1.30666666666667,789.666666666667,14.1666666666667,188.333333333333,6.47666666666667,2009,2.99341321,3.13499926,1.328189184,0.322706066666667,NA,0.0826989666666667,NA,0.477884856,0.4219306,0.266064533333333
"24",2009-06-18 12:00:00,"09C3034",6,5.052,4.304,0.49903,0,0,0,4.490397,2.192346,4.6900224,0.7728444,NA,0.25,8.87156012037962e-06,584,NA,13.8609871203796,7.6552128,1.81065993624366,57.6846686993427,1.81065993624366,3.10061026207268,"Linear",4.02989007721668,"Valid",-2.3919714,0.685903112739942,"(4.76,5.53]",6.20577432037961,5.51987120763967,0.255,4.485,437,13.1,177,7.31,2009,1.145051235,0.55904823,1.195955712,0.12725265,NA,0,NA,0.197075322,0,0
"25",2009-06-18 15:00:00,"09C3035",6,5.26,2.703,0,0,0,0,4.102338,0.701634,2.3208192,0.2453922,NA,0.33,5.49540873857625e-06,612,NA,9.59774673857625,3.2678454,2.93702594944554,98.4004664596299,2.93702594944554,1.9206453541324,"Linear",2.4628793516344,"Valid",1.0798848,1.10729355920565,"(4.76,5.53]",6.32990133857625,5.2226077793706,0.35,7.96,408,14.3,159,7.94,2009,1.4358183,0.2455719,0.81228672,0,NA,0,NA,0.08588727,0,0
"26",2009-06-18 18:00:00,"09C3036",6,5.34,2.462,0,0,-0.43498,0,4.213212,0.585042,1.7853696,2.6823906,NA,0.28,4.57088189614875e-06,527,NA,8.34911389614875,5.0528022,1.65237299337559,49.1916480076457,1.65237299337559,1.59752322270399,"Linear",2.26458820062999,"Valid",1.8428004,1.33125966491388,"(4.76,5.53]",3.29631169614875,1.96505203123487,0.28,4.10333333333333,320.333333333333,13.0333333333333,159.666666666667,8.34,2009,1.17969936,0.16381176,0.499903488,0,NA,0,NA,0.751069368,-0.1217944,0
"27",2009-06-18 21:00:00,"09C3037",6,5.104,3.964,0.49903,0,-0.43498,0,4.324086,0.557976,6.6173184,0.0789768,NA,0.393,7.87045789695099e-06,967,NA,12.258593896951,7.2542712,1.68984499737906,51.292546451653,1.68984499737906,2.75072503498437,"Linear",3.59998667452837,"Valid",-2.8512084,0.773148243863327,"(4.76,5.53]",5.00432269695099,4.23117445308766,0.393333333333333,4.61666666666667,528.666666666667,9.1,172.333333333333,8.71,2009,1.70080716,0.21947056,2.602811904,0.196285133333333,NA,0,NA,0.031064208,-0.171092133333333,0
"28",2009-06-19 00:00:00,"09C3038",6,4.616,10.48,0,0,0,0.25577,5.100204,1.22838,21.0663936,0,NA,0.447,2.42102904673618e-05,1033,NA,29.5662644673618,22.2947736,1.32615226320853,28.0422110252283,1.32615226320853,8.46149651834295,"Linear",10.4588354939989,"Valid",-17.1945696,0.251340673075824,"(3.98,4.76]",7.27149086736179,7.02015019428597,0.446666666666667,2.81,734,6.13333333333333,237.666666666667,9.11,2009,2.27809112,0.5486764,9.409655808,0,NA,0.114243933333333,NA,0,0,0
"29",2009-06-19 03:00:00,"09C3039",6,4.67,9.109,0,0,0,0.25577,4.268649,1.22838,18.1939968,0.1579536,NA,0.403,2.13796208950223e-05,1756,NA,25.9040398950223,19.5803304,1.32296234873658,27.8060769183139,1.32296234873658,7.4721775028103,"Linear",9.2151954679983,"Valid",-15.1537278,0.284618269486932,"(3.98,4.76]",6.32370949502232,6.03909122553539,0.403333333333333,3.80666666666667,370,4.63333333333333,209.666666666667,9.15666666666667,2009,1.72168843,0.4954466,7.338245376,0,NA,0.103160566666667,NA,0.063707952,0,0
"30",2009-06-19 06:00:00,"09C3040",6,4.971,4.775,-0.49903,0,0,0,4.767582,0.368514,8.217216,0.155133,NA,0.24,1.06905487922266e-05,1684,NA,14.9591007922266,8.740863,1.71139861043773,52.4746606934996,1.71139861043773,3.73634680288319,"Linear",4.68559957479319,"Valid",-3.818148,0.569197224547773,"(4.76,5.53]",6.21823779222658,5.64904056767881,0.24,3.86,168,3.3,10,9.19,2009,1.14421968,0.08844336,1.97213184,-0.1197672,NA,0,NA,0.03723192,0,0
"31",2009-06-19 18:00:00,"09C3043",6,4.567,15.596,0.49903,0,0,0.51154,32.763267,34.442526,13.9878144,0.9900306,NA,1.027,2.71019163189084e-05,371,NA,60.8757533189084,49.420371,1.23179474550906,20.7720486819401,1.23179474550906,9.47211975345849,"Linear",15.7780704862925,"Valid",-15.6670734,0.224524001543851,"(3.98,4.76]",11.4553823189084,11.2308583173646,1.02666666666667,1.80333333333333,1440,2.7,322.333333333333,9.3,2009,33.63695412,35.36099336,14.360822784,0.512337466666667,NA,0.525181066666667,NA,1.016431416,0,0
